time,bus_id,route_id,unknow,x_coordinate,y_coordinate ,distance,
30-10:23:30:42,3337,130,13000005,42547.625,104077.8594,14618.28993,
30-10:23:31:08,3337,130,13000005,42547.625,104077.8594,14618.28993,
30-10:23:31:34,3337,130,13000005,42547.625,104077.8594,14618.28993,
30-10:23:32:01,3337,130,13000005,42547.625,104077.8594,14618.28993,
30-10:23:32:27,3337,130,13000005,42547.625,104077.8594,14618.28993,
30-10:23:32:53,3337,130,13000005,42547.625,104077.8594,14618.28993,
30-10:23:32:01,3340,27,2700003,49308.375,152122.6406,174.269261,
30-10:23:31:30,3340,27,2700003,49968.25,152108.125,252.4250809,
30-10:23:32:34,3340,27,2700003,48588.625,152138.3438,293.7295651,
30-10:23:31:01,3340,27,2700003,50628.25,152093.625,421.9524308,
30-10:23:33:05,3340,27,2700003,48068.75,152149.8438,431.9446772,
30-10:23:30:25,3340,27,2700003,51328,152078.375,622.6599048,
30-10:23:33:38,3340,27,2700003,47328.75,152164.5156,644.8311956,
30-10:23:34:09,3340,27,2700003,46349.875,152187.5156,935.8601829,
30-10:23:34:41,3340,27,2700003,45689.75,152202.1719,1134.253723,
30-10:23:35:12,3340,27,2700003,45313,152660.4375,1277.118524,
30-10:23:35:46,3340,27,2700003,44875.25,153400.4531,1476.718867,
30-10:23:36:17,3340,27,2700003,44671.5,153744.8281,1575.86768,
30-10:23:36:52,3340,27,2700003,44172.25,154587.8594,1830.375984,
30-10:23:37:21,3340,27,2700003,43724,155345.2656,2069.04507,
30-10:23:37:53,3340,27,2700003,43662.75,155448.6094,2102.185717,
30-10:23:38:26,3340,27,2700003,43581.375,155586.2813,2146.455142,
30-10:23:38:56,3340,27,2700003,43408.75,155853.8125,2236.592449,
30-10:23:40:00,3340,27,2700003,43299,156387.8906,2361.783187,
30-10:23:39:29,3340,27,2700003,43136.125,156208.6563,2367.632879,
30-10:23:32:50,3341,24,2401063,28462.5,166383.5156,7809.099626,
30-10:23:33:16,3341,24,2401063,28463.25,166403.5781,7812.454698,
30-10:23:31:58,3341,24,2401063,27940.5,165899.7969,7856.360815,
30-10:23:32:24,3341,24,2401063,28216.625,166353.5156,7865.080699,
30-10:23:33:41,3341,24,2401063,28475.125,166843.3281,7887.950999,
30-10:23:31:32,3341,24,2401063,27300.25,165469.2344,7948.416254,
30-10:23:34:07,3341,24,2401063,28508.25,168082.75,8108.969782,
30-10:23:31:04,3341,24,2401063,26658.5,166285.7344,8247.333449,
30-10:23:34:33,3341,24,2401063,28540.75,169302.4844,8337.511328,
30-10:23:30:11,3341,24,2401063,26334.5,167066.2031,8460.94946,
30-10:23:30:39,3341,24,2401063,26334.5,167066.2031,8460.94946,
30-10:23:34:59,3341,24,2401063,28567.5,170482.2031,8569.173897,
30-10:23:35:26,3341,24,2401063,28592.25,171562,8788.709047,
30-10:23:35:51,3341,24,2401063,28609.125,172341.6875,8951.62397,
30-10:23:39:44,3341,24,2401063,29537.25,173520.9375,9017.67344,
30-10:23:39:18,3341,24,2401063,29129.5,173799.5781,9164.050295,
30-10:23:36:15,3341,24,2401063,28633.625,173401.4219,9177.961705,
30-10:23:36:42,3341,24,2401063,28697.875,173642.3594,9217.999416,
30-10:23:37:08,3341,24,2401063,28709.375,173658.9219,9219.294589,
30-10:23:37:35,3341,24,2401063,28709.375,173658.9219,9219.294589,
30-10:23:38:00,3341,24,2401063,28709.375,173658.9219,9219.294589,
30-10:23:38:27,3341,24,2401063,28709.375,173658.9219,9219.294589,
30-10:23:38:53,3341,24,2401063,28709.375,173658.9219,9219.294589,
30-10:23:30:05,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:30:40,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:31:12,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:31:43,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:32:15,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:32:47,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:33:20,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:33:51,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:34:23,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:35:27,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:37:03,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:37:36,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:38:39,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:39:10,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:39:43,3342,26,2600008,47465.75,180259.6094,8768.769988,
30-10:23:36:11,3368,254,25400335,79376.25,175251.6719,11658.27023,
30-10:23:35:38,3368,254,25400335,79137.625,176295.6563,11802.02417,
30-10:23:36:42,3368,254,25400335,80525.875,175294.4844,11943.18737,
30-10:23:35:06,3368,254,25400335,79119.125,177575.0469,12050.69925,
30-10:23:37:15,3368,254,25400335,80987.25,176012.3438,12187.96004,
30-10:23:32:59,3368,254,25400335,77977.5,179511.3594,12195.78699,
30-10:23:34:35,3368,254,25400335,78934.375,178716.5781,12240.96575,
30-10:23:33:31,3368,254,25400335,78344.875,179669.375,12309.62267,
30-10:23:38:19,3368,254,25400335,81729.875,176176.5781,12398.04068,
30-10:23:37:47,3368,254,25400335,81937.625,176102.8906,12434.97235,
30-10:23:34:03,3368,254,25400335,78882.25,179887.125,12473.58394,
30-10:23:38:50,3368,254,25400335,81755.75,176735.7656,12508.18173,
30-10:23:39:21,3368,254,25400335,81960.625,177861.2969,12770.12874,
30-10:23:39:54,3368,254,25400335,83154,178401.8281,13157.0514,
30-10:23:36:56,3383,253,25301442,78769.875,156617.375,9097.899124,
30-10:23:36:30,3383,253,25301442,78816.375,157303.8906,9149.642097,
30-10:23:37:22,3383,253,25301442,79080.75,156605.6719,9190.695471,
30-10:23:37:48,3383,253,25301442,79080.75,156605.6719,9190.695471,
30-10:23:38:15,3383,253,25301442,79494.625,156618.7813,9315.746182,
30-10:23:36:05,3383,253,25301442,79376.375,157293.9688,9316.657074,
30-10:23:39:31,3383,253,25301442,80073.375,154699.8125,9412.289984,
30-10:23:35:39,3383,253,25301442,79775.875,157275.6094,9435.248995,
30-10:23:39:06,3383,253,25301442,80066.5,155519.6875,9438.953181,
30-10:23:38:40,3383,253,25301442,80065.125,156499.625,9481.42944,
30-10:23:39:58,3383,253,25301442,80429,154514.0469,9514.588181,
30-10:23:35:13,3383,253,25301442,81034.375,157234.0781,9810.24135,
30-10:23:34:46,3383,253,25301442,81514.25,157222.3594,9953.623235,
30-10:23:34:21,3383,253,25301442,81554.125,157220.9375,9965.517637,
30-10:23:33:54,3383,253,25301442,82647.625,157247.3594,10295.28636,
30-10:23:33:29,3383,253,25301442,83466.875,157223.5469,10540.31073,
30-10:23:33:03,3383,253,25301442,83946.25,157200.5938,10683.34353,
30-10:23:32:38,3383,253,25301442,85309.25,157166.6563,11091.9585,
30-10:23:32:12,3383,253,25301442,86744.625,157147.25,11523.54436,
30-10:23:31:45,3383,253,25301442,87364.125,157129.6094,11709.54076,
30-10:23:31:19,3383,253,25301442,88681.75,157106.9219,12106.07006,
30-10:23:30:52,3383,253,25301442,89501.375,157092.8438,12352.8991,
30-10:23:32:21,3402,54,5401073,44427.375,152893.3125,1556.220745,
30-10:23:32:55,3402,54,5401073,44427.375,152893.3125,1556.220745,
30-10:23:33:58,3402,54,5401073,44265.625,151094.9219,1557.18343,
30-10:23:31:51,3402,54,5401073,44417,152910.2969,1560.636927,
30-10:23:33:26,3402,54,5401073,44029.375,152502.3281,1648.536862,
30-10:23:31:19,3402,54,5401073,44060.375,153512.6719,1720.522741,
30-10:23:34:30,3402,54,5401073,44181.875,149081.9375,1747.091721,
30-10:23:30:46,3402,54,5401073,43713.875,154097.7188,1886.00614,
30-10:23:30:13,3402,54,5401073,43500.125,154459.0781,1992.053029,
30-10:23:35:02,3402,54,5401073,43331.125,146893.5,2320.938827,
30-10:23:35:33,3402,54,5401073,43223.5,144603.3438,2824.560677,
30-10:23:36:06,3402,54,5401073,43183.25,142443.5781,3353.544322,
30-10:23:36:38,3402,54,5401073,42525.375,141209.8125,3777.612832,
30-10:23:37:09,3402,54,5401073,40505.5,141200.6406,4150.882256,
30-10:23:37:42,3402,54,5401073,38560.25,141315.3281,4534.331959,
30-10:23:38:14,3402,54,5401073,36362.625,141365.5781,5031.988521,
30-10:23:38:15,3402,54,5401073,36322.625,141366.0156,5041.50609,
30-10:23:38:46,3402,54,5401073,34900.875,140786.2188,5493.241012,
30-10:23:39:17,3402,54,5401073,34546,139463.1094,5826.653678,
30-10:23:39:49,3402,54,5401073,34027.375,138826.2813,6072.06938,
30-10:23:30:26,3406,16,1600095,42099.375,166045.2813,4939.861005,
30-10:23:31:01,3406,16,1600095,41702.875,167794.4531,5472.268408,
30-10:23:31:31,3406,16,1600095,41758.25,169936.0469,6062.698274,
30-10:23:32:03,3406,16,1600095,42106,170868.6563,6288.331038,
30-10:23:32:35,3406,16,1600095,42858.875,171463.5156,6383.548973,
30-10:23:33:08,3406,16,1600095,43015,171957.3594,6512.542002,
30-10:23:33:39,3406,16,1600095,43087.125,173335.7656,6908.778132,
30-10:23:35:13,3406,16,1600095,44985.375,173985.625,6965.997578,
30-10:23:34:42,3406,16,1600095,44596.625,173993.5781,6991.986058,
30-10:23:34:11,3406,16,1600095,43336.875,174017.4844,7088.623208,
30-10:23:35:46,3406,16,1600095,45206,174517.2656,7112.860843,
30-10:23:36:18,3406,16,1600095,45226.25,175316.9531,7351.793107,
30-10:23:36:52,3406,16,1600095,45227.75,175377.125,7369.785582,
30-10:23:37:23,3406,16,1600095,45227.75,175377.125,7369.785582,
30-10:23:37:54,3406,16,1600095,45250.5,176276.7188,7638.96461,
30-10:23:38:27,3406,16,1600095,45706,176736.6563,7756.178757,
30-10:23:38:58,3406,16,1600095,45402.375,177563.0938,8018.933863,
30-10:23:39:29,3406,16,1600095,45332.875,178585.2656,8330.179312,
30-10:23:31:01,3413,42,4200031,49216.875,149981.375,480.7615565,
30-10:23:30:33,3413,42,4200031,49836.75,149968.7188,504.7298675,
30-10:23:30:06,3413,42,4200031,50255,149888.0781,576.9424233,
30-10:23:31:53,3413,42,4200031,47577.375,150018.5,715.4684388,
30-10:23:32:19,3413,42,4200031,46597.625,150039.2969,958.4351752,
30-10:23:34:54,3413,42,4200031,45938.375,151671.9688,1041.699478,
30-10:23:34:29,3413,42,4200031,45936.125,151572.0469,1041.767538,
30-10:23:34:03,3413,42,4200031,45933.25,151432.0156,1043.275962,
30-10:23:35:20,3413,42,4200031,45943.25,151911.9375,1045.32936,
30-10:23:32:45,3413,42,4200031,46124.625,150106.8594,1078.448425,
30-10:23:33:36,3413,42,4200031,45916.375,150692.4531,1080.081238,
30-10:23:33:10,3413,42,4200031,45998.75,150205.625,1102.009287,
30-10:23:35:46,3413,42,4200031,45788.375,152489.9219,1123.701339,
30-10:23:36:11,3413,42,4200031,45747.625,152558.5781,1141.161557,
30-10:23:36:37,3413,42,4200031,45554.125,152885.5938,1227.371548,
30-10:23:37:03,3413,42,4200031,45442,153074.9375,1279.451276,
30-10:23:37:30,3413,42,4200031,45065.125,153711.6094,1463.510002,
30-10:23:37:56,3413,42,4200031,44940.875,153921.625,1526.647225,
30-10:23:38:22,3413,42,4200031,44322.25,154966.1719,1853.265611,
30-10:23:38:48,3413,42,4200031,44322.25,154966.1719,1853.265611,
30-10:23:39:13,3413,42,4200031,44322.25,154966.1719,1853.265611,
30-10:23:39:39,3413,42,4200031,44322.25,154966.1719,1853.265611,
30-10:23:39:55,3416,48,4801516,52656.625,160538.9844,2918.14509,
30-10:23:39:25,3416,48,4801516,52745.375,161540.9375,3215.119992,
30-10:23:38:53,3416,48,4801516,52892.125,162705.6094,3566.367138,
30-10:23:38:22,3416,48,4801516,52924.125,163765.2031,3878.167612,
30-10:23:37:50,3416,48,4801516,52957.875,164844.8281,4197.713924,
30-10:23:37:17,3416,48,4801516,52850.25,166130.7188,4569.383157,
30-10:23:36:45,3416,48,4801516,52608.875,167208.6719,4873.977239,
30-10:23:36:13,3416,48,4801516,52275.125,168715.6094,5306.483336,
30-10:23:35:41,3416,48,4801516,52063.125,169506.2344,5534.186995,
30-10:23:35:09,3416,48,4801516,51669.375,169814.4063,5610.727944,
30-10:23:34:05,3416,48,4801516,51432.375,169998.0781,5657.727552,
30-10:23:34:37,3416,48,4801516,51432.375,169998.0781,5657.727552,
30-10:23:33:34,3416,48,4801516,51207.375,170173.125,5703.548962,
30-10:23:33:01,3416,48,4801516,50671.625,170592.0313,5817.066672,
30-10:23:32:30,3416,48,4801516,50452.375,171138.0156,5978.982443,
30-10:23:31:58,3416,48,4801516,50467.875,171558.0156,6107.062623,
30-10:23:31:26,3416,48,4801516,50471.5,171657.9063,6137.523674,
30-10:23:30:54,3416,48,4801516,50500.875,172457.4219,6381.33899,
30-10:23:30:21,3416,48,4801516,50526.25,173136.9844,6588.583296,
30-10:23:30:19,3424,20,2001018,41031.375,141201.9531,4048.259224,
30-10:23:30:51,3424,20,2001018,39191.25,141203.6094,4421.010306,
30-10:23:31:56,3424,20,2001018,37859.5,141538.6563,4646.610599,
30-10:23:31:24,3424,20,2001018,37730.5,141183.3125,4747.731589,
30-10:23:32:27,3424,20,2001018,37737.375,141156.5313,4751.60789,
30-10:23:32:59,3424,20,2001018,37238.875,140102.9375,5080.862899,
30-10:23:33:32,3424,20,2001018,37222.5,139563.3125,5198.761869,
30-10:23:34:04,3424,20,2001018,37185.25,138276.8906,5489.146406,
30-10:23:34:35,3424,20,2001018,37285.5,137650.6719,5611.251024,
30-10:23:35:07,3424,20,2001018,37268.25,136771.0156,5819.70448,
30-10:23:35:39,3424,20,2001018,37230.75,135431.7188,6148.037036,
30-10:23:36:11,3424,20,2001018,37208.625,134652.1406,6343.487639,
30-10:23:36:42,3424,20,2001018,37189.875,134012.2188,6506.129817,
30-10:23:37:15,3424,20,2001018,37165.625,132432.5781,6911.198198,
30-10:23:37:47,3424,20,2001018,37439.75,131733.5781,7048.370476,
30-10:23:38:20,3424,20,2001018,37645.375,130143.1875,7437.733354,
30-10:23:38:51,3424,20,2001018,37612.75,129567.75,7596.763596,
30-10:23:39:22,3424,20,2001018,37537.375,128871.6875,7795.137377,
30-10:23:39:54,3424,20,2001018,37523.5,128259.7656,7962.929175,
30-10:23:37:19,3426,16,1601090,45039.5,153829.9531,1486.982153,
30-10:23:37:52,3426,16,1601090,44850.25,153717.9844,1523.136041,
30-10:23:38:24,3426,16,1601090,44712.5,153636.3906,1550.731728,
30-10:23:38:55,3426,16,1601090,44368.25,153432.6094,1624.076546,
30-10:23:36:52,3426,16,1601090,44918.875,154590.7969,1638.560112,
30-10:23:39:27,3426,16,1601090,44282.125,153381.75,1643.341965,
30-10:23:39:59,3426,16,1601090,44007,153218.5625,1707.012325,
30-10:23:36:15,3426,16,1601090,44238.375,155739.0781,2014.788255,
30-10:23:35:44,3426,16,1601090,43544,156600.8906,2345.961562,
30-10:23:35:11,3426,16,1601090,42671.25,157394.7344,2705.477917,
30-10:23:34:40,3426,16,1601090,41886.875,158108.0625,3028.579529,
30-10:23:34:07,3426,16,1601090,41813,158175.5469,3059.071405,
30-10:23:33:04,3426,16,1601090,41502.125,158420.2656,3179.494511,
30-10:23:33:36,3426,16,1601090,41502.125,158420.2656,3179.494511,
30-10:23:32:32,3426,16,1601090,41475.625,158676.9063,3237.516489,
30-10:23:32:00,3426,16,1601090,41491,159361.7656,3377.74544,
30-10:23:31:28,3426,16,1601090,41496.125,159561.5938,3419.844095,
30-10:23:30:56,3426,16,1601090,41508.75,160061.5469,3527.621981,
30-10:23:30:23,3426,16,1601090,41524.375,160681.0938,3665.586266,
30-10:23:39:44,3434,26,2601010,43362.125,155324.25,2157.983915,
30-10:23:39:11,3434,26,2601010,43197,155598.5469,2245.545452,
30-10:23:38:40,3434,26,2601010,43129.875,155671.375,2274.846024,
30-10:23:38:08,3434,26,2601010,42878.5,155900.3125,2377.303397,
30-10:23:37:36,3434,26,2601010,42538.125,156209.7969,2516.101985,
30-10:23:37:03,3434,26,2601010,42426.375,156311.2344,2561.675856,
30-10:23:36:32,3434,26,2601010,42115.75,156593.875,2688.549932,
30-10:23:36:00,3434,26,2601010,42100.875,156607.6563,2694.67122,
30-10:23:33:52,3434,26,2601010,42644.5,157567.4531,2746.479037,
30-10:23:34:24,3434,26,2601010,42630.875,157552.7656,2746.589826,
30-10:23:33:22,3434,26,2601010,42832.875,157774.6406,2747.20601,
30-10:23:34:56,3434,26,2601010,42200.25,157079.2656,2755.333664,
30-10:23:35:28,3434,26,2601010,42025,156887.1563,2762.936295,
30-10:23:32:49,3434,26,2601010,42882.625,158074.6563,2800.409449,
30-10:23:32:16,3434,26,2601010,42762.75,158729.3281,2970.004619,
30-10:23:31:45,3434,26,2601010,42796.25,160048.6563,3271.235975,
30-10:23:31:13,3434,26,2601010,42810.125,160428.5313,3361.126753,
30-10:23:30:40,3434,26,2601010,42826.125,161208.25,3552.481093,
30-10:23:30:06,3434,26,2601010,42843.375,161887.9531,3723.113562,
30-10:23:35:22,3435,137,13701032,45924,150994.75,1059.188848,
30-10:23:34:56,3435,137,13701032,45750.75,151288.5313,1101.201046,
30-10:23:35:49,3435,137,13701032,45890.375,150255.8906,1127.26735,
30-10:23:34:31,3435,137,13701032,45475.75,151753.2031,1183.651741,
30-10:23:36:14,3435,137,13701032,45872.125,149636.0156,1211.432263,
30-10:23:33:39,3435,137,13701032,45190.5,152234.875,1285.938352,
30-10:23:34:05,3435,137,13701032,45190.5,152234.875,1285.938352,
30-10:23:33:13,3435,137,13701032,45149.875,152303.8906,1301.694378,
30-10:23:36:40,3435,137,13701032,45860.5,148656.2969,1383.179253,
30-10:23:37:06,3435,137,13701032,45847.5,148076.4688,1504.965012,
30-10:23:32:47,3435,137,13701032,44600.25,153232.5313,1536.730008,
30-10:23:32:22,3435,137,13701032,44508.5,153387.5469,1579.232986,
30-10:23:31:56,3435,137,13701032,44131.625,154024.25,1761.024413,
30-10:23:37:32,3435,137,13701032,45821.875,146797.4844,1805.478151,
30-10:23:37:58,3435,137,13701032,45816.875,146537.8281,1870.486032,
30-10:23:31:30,3435,137,13701032,43693.625,154764.2969,1983.624942,
30-10:23:31:02,3435,137,13701032,43581.625,154953.6563,2042.071057,
30-10:23:30:09,3435,137,13701032,43551.5,155004.2344,2057.825875,
30-10:23:30:37,3435,137,13701032,43551.5,155004.2344,2057.825875,
30-10:23:38:25,3435,137,13701032,45792.375,145317.9219,2188.568966,
30-10:23:38:51,3435,137,13701032,45766.125,143978.0313,2554.656629,
30-10:23:39:16,3435,137,13701032,45753.75,143358.4219,2728.049266,
30-10:23:39:41,3435,137,13701032,45738.75,142598.3906,2943.324227,
30-10:23:30:14,3446,132,13201311,50930.875,115144.5,11107.62653,
30-10:23:30:46,3446,132,13201311,50120.75,114142.8594,11404.91751,
30-10:23:31:20,3446,132,13201311,49827.125,113722.375,11531.588,
30-10:23:31:52,3446,132,13201311,50099.125,113467.9688,11610.45092,
30-10:23:32:23,3446,132,13201311,51015.875,113427.7813,11631.51382,
30-10:23:32:55,3446,132,13201311,51272.875,113391.5,11646.23304,
30-10:23:33:27,3446,132,13201311,52421.625,112746.0781,11865.16104,
30-10:23:33:59,3446,132,13201311,52584.125,111943.625,12112.9287,
30-10:23:36:07,3446,132,13201311,50157.5,110850.625,12408.41291,
30-10:23:35:35,3446,132,13201311,50517.5,110850.2969,12411.16363,
30-10:23:34:31,3446,132,13201311,52934.25,110988.7656,12411.95664,
30-10:23:36:38,3446,132,13201311,50871.375,110848.2656,12415.33268,
30-10:23:35:03,3446,132,13201311,51677.375,110851.1094,12426.04449,
30-10:23:37:11,3446,132,13201311,49003.375,109642.2188,12774.76454,
30-10:23:37:43,3446,132,13201311,48822,108558.1406,13105.74765,
30-10:23:38:15,3446,132,13201311,48596.375,107014.4844,13577.21475,
30-10:23:38:46,3446,132,13201311,48400,105628.25,14000.79487,
30-10:23:39:18,3446,132,13201311,47050,104990.6719,14209.47239,
30-10:23:39:50,3446,132,13201311,46090.375,105009.6094,14221.1693,
30-10:23:31:05,3465,169,16900009,72886.375,107194.6094,15305.13809,
30-10:23:30:39,3465,169,16900009,72878,106851.4531,15396.42409,
30-10:23:31:32,3465,169,16900009,73706.125,107174.0469,15429.30747,
30-10:23:31:59,3465,169,16900009,74545.625,107149.5313,15560.51947,
30-10:23:33:16,3465,169,16900009,74973.625,107213.3906,15608.44863,
30-10:23:32:25,3465,169,16900009,74973.5,107148.4531,15625.57051,
30-10:23:32:51,3465,169,16900009,74973.5,107148.4531,15625.57051,
30-10:23:30:12,3465,169,16900009,73214.125,105900.1563,15700.7919,
30-10:23:30:23,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:30:56,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:31:28,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:32:01,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:32:32,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:33:04,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:33:38,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:34:09,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:34:40,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:35:11,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:35:44,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:36:15,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:36:52,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:37:19,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:37:52,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:38:25,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:38:55,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:39:27,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:39:59,3480,75,7501089,50216,171997.375,6237.071077,
30-10:23:39:48,3481,66,6601004,46064.25,161219.4375,3112.360293,
30-10:23:39:21,3481,66,6601004,46165.75,162290.0938,3413.977551,
30-10:23:38:56,3481,66,6601004,46812.75,163121.75,3610.308742,
30-10:23:38:31,3481,66,6601004,46902.25,163428.6563,3696.118248,
30-10:23:38:05,3481,66,6601004,47067.375,164438.9688,3989.086385,
30-10:23:37:39,3481,66,6601004,46964,165506.2969,4314.986539,
30-10:23:37:12,3481,66,6601004,46986,166566.0781,4632.642965,
30-10:23:36:52,3481,66,6601004,47009,167685.6719,4968.999351,
30-10:23:36:20,3481,66,6601004,47199,168521.8438,5213.73107,
30-10:23:35:29,3481,66,6601004,48168.625,170293.6719,5723.659016,
30-10:23:35:02,3481,66,6601004,48696.625,171258.6719,6009.717793,
30-10:23:34:37,3481,66,6601004,49042.625,171890.0938,6199.56087,
30-10:23:34:12,3481,66,6601004,49105.75,172801.6875,6477.130187,
30-10:23:33:46,3481,66,6601004,49121.25,173221.3125,6604.970912,
30-10:23:33:20,3481,66,6601004,49164,173875.7344,6804.304201,
30-10:23:32:54,3481,66,6601004,49220.25,174304.4219,6934.841573,
30-10:23:32:28,3481,66,6601004,49231.375,174704.0625,7056.631194,
30-10:23:32:02,3481,66,6601004,49238.375,174964.0625,7135.867245,
30-10:23:31:09,3481,66,6601004,49250.375,175403.8125,7269.88464,
30-10:23:31:35,3481,66,6601004,49250.375,175403.8125,7269.88464,
30-10:23:30:43,3481,66,6601004,49264.75,175943.8594,7434.472104,
30-10:23:30:16,3481,66,6601004,49289.25,176983.5313,7751.339474,
30-10:23:30:20,3496,66,6600003,46033.625,158728.9531,2410.098493,
30-10:23:30:53,3496,66,6600003,46046.25,159568.9219,2643.171193,
30-10:23:31:25,3496,66,6600003,46059.5,160428.5781,2885.707444,
30-10:23:31:57,3496,66,6600003,46064.125,161228.2031,3114.901982,
30-10:23:32:29,3496,66,6600003,46346.375,162540.5,3472.272684,
30-10:23:33:00,3496,66,6600003,47009.375,163905.6094,3832.381279,
30-10:23:33:33,3496,66,6600003,46962.375,165435.1875,4293.709104,
30-10:23:34:05,3496,66,6600003,46977.625,166155.0781,4509.351404,
30-10:23:34:36,3496,66,6600003,47002.125,167354.9063,4869.560019,
30-10:23:35:08,3496,66,6600003,47221.5,168563,5225.318289,
30-10:23:35:40,3496,66,6600003,47811.875,169642.0469,5533.627755,
30-10:23:36:12,3496,66,6600003,48508.25,170913.8906,5906.914836,
30-10:23:36:44,3496,66,6600003,48939.625,171703.8281,6143.358955,
30-10:23:37:16,3496,66,6600003,49373.25,172539.3125,6396.71921,
30-10:23:37:49,3496,66,6600003,49390.25,172999.0469,6536.852915,
30-10:23:38:21,3496,66,6600003,49405.125,173398.625,6658.653228,
30-10:23:38:52,3496,66,6600003,49455.5,174256.1094,6920.065431,
30-10:23:39:24,3496,66,6600003,49484.25,174433.2188,6974.092241,
30-10:23:39:55,3496,66,6600003,49506.625,175132.9063,7187.394557,
30-10:23:39:31,3510,74,7401104,49960,172005.5781,6236.770551,
30-10:23:38:58,3510,74,7401104,50216.25,172333.7344,6339.507035,
30-10:23:38:27,3510,74,7401104,50232.625,172773.4063,6473.610758,
30-10:23:37:55,3510,74,7401104,50253.25,173333.0313,6644.298546,
30-10:23:37:23,3510,74,7401104,50267.25,173712.9219,6760.166685,
30-10:23:36:52,3510,74,7401104,50292.625,174532.5781,7010.104943,
30-10:23:36:18,3510,74,7401104,50299,174752.4531,7077.146351,
30-10:23:35:47,3510,74,7401104,50301.375,174832.3125,7101.496795,
30-10:23:35:14,3510,74,7401104,50538.75,175157.9219,7203.925957,
30-10:23:34:43,3510,74,7401104,51930.125,175162.9688,7239.118998,
30-10:23:34:11,3510,74,7401104,51949.375,176005.7344,7495.147154,
30-10:23:32:35,3510,74,7401104,52905.5,176324.9219,7627.77484,
30-10:23:32:03,3510,74,7401104,53809.25,176419.3281,7700.037519,
30-10:23:33:08,3510,74,7401104,52616.875,176658.4219,7716.579568,
30-10:23:33:39,3510,74,7401104,52028.375,176733.1563,7718.168407,
30-10:23:31:32,3510,74,7401104,55088.75,176392.8125,7770.419837,
30-10:23:31:01,3510,74,7401104,55508.75,176383.75,7797.533507,
30-10:23:30:27,3510,74,7401104,56448.625,176363.7656,7865.511529,
30-10:23:30:27,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:30:27,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:30:53,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:31:20,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:31:45,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:32:13,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:32:39,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:33:04,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:33:30,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:33:57,3513,317,31701076,47084.75,188602.0469,11313.79916,
30-10:23:34:22,3513,317,31700075,47084.25,188603.5156,11314.2553,
30-10:23:34:47,3513,317,31700075,47084.25,188603.5156,11314.2553,
30-10:23:35:14,3513,317,31700075,47083.375,188662.625,11332.25448,
30-10:23:35:40,3513,317,31700075,47079.625,188962.5938,11423.58497,
30-10:23:36:05,3513,317,31700075,47079.125,189002.375,11435.6972,
30-10:23:36:31,3513,317,31700075,47078.875,189022.4531,11441.81037,
30-10:23:36:56,3513,317,31700075,46914,189194.2031,11497.20524,
30-10:23:37:24,3513,317,31700075,46782.625,190100.0938,11775.35339,
30-10:23:37:24,3513,317,31700075,46782.625,190100.0938,11775.35339,
