time,bus_id,route_id,unknow,x_coordinate,y_coordinate ,distance,
30-10:23:37:49,3513,317,31700075,46786.625,190880.0313,12012.48214,
30-10:23:38:16,3513,317,31700075,46212.75,191202.7656,12123.2031,
30-10:23:38:40,3513,317,31700075,45613,191220.2813,12144.32324,
30-10:23:39:07,3513,317,31700075,45473.75,191959.9688,12372.78705,
30-10:23:39:32,3513,317,31700075,45479,192560.0313,12554.71014,
30-10:23:39:58,3513,317,31700075,45485.125,193480.0313,12833.73797,
30-10:23:37:35,3521,75,7500087,46747.375,186575,10704.31826,
30-10:23:38:01,3521,75,7500087,45676.375,186578.3281,10734.49365,
30-10:23:38:27,3521,75,7500087,45146.625,186668.9219,10779.97013,
30-10:23:37:08,3521,75,7500087,46757,187415.0313,10959.4578,
30-10:23:38:53,3521,75,7500087,45161.625,187748.5469,11106.24513,
30-10:23:36:16,3521,75,7500087,46897.5,188578.3125,11310.21326,
30-10:23:36:42,3521,75,7500087,46778,188585.75,11314.94433,
30-10:23:30:12,3521,75,7500087,47176.375,188632,11321.24021,
30-10:23:30:23,3521,75,7500087,47176.375,188632,11321.24021,
30-10:23:34:09,3521,75,7500087,47176.375,188632,11321.24021,
30-10:23:34:59,3521,75,7500087,47176.375,188632,11321.24021,
30-10:23:35:26,3521,75,7500087,47176.375,188632,11321.24021,
30-10:23:35:51,3521,75,7500087,47176.375,188632,11321.24021,
30-10:23:39:18,3521,75,7500087,45268.125,188844.625,11434.59484,
30-10:23:39:44,3521,75,7500087,45456,189633.0156,11667.52602,
30-10:23:36:07,3546,54,5401073,37693.25,123590.125,9234.373165,
30-10:23:33:29,3546,54,5401073,37553.125,123592.1719,9250.320863,
30-10:23:34:32,3546,54,5401073,37553.125,123592.1719,9250.320863,
30-10:23:35:03,3546,54,5401073,37553.125,123592.1719,9250.320863,
30-10:23:35:35,3546,54,5401073,37553.125,123592.1719,9250.320863,
30-10:23:32:55,3546,54,5401073,37362,123539.4063,9287.911017,
30-10:23:36:39,3546,54,5401073,38268.375,122608.6094,9447.082942,
30-10:23:32:23,3546,54,5401073,36933.625,123122.5313,9456.364585,
30-10:23:37:12,3546,54,5401073,38894.125,122171.9219,9505.844106,
30-10:23:37:44,3546,54,5401073,38890.375,122031.8906,9546.446053,
30-10:23:38:16,3546,54,5401073,38882.25,121732.1563,9633.424538,
30-10:23:38:47,3546,54,5401073,38985,121556.4688,9673.688643,
30-10:23:39:19,3546,54,5401073,39436.625,121254.2188,9717.106936,
30-10:23:31:52,3546,54,5401073,36241.75,122467.5469,9724.392151,
30-10:23:31:21,3546,54,5401073,36239.25,122367.625,9752.477614,
30-10:23:39:51,3546,54,5401073,39153,120885.5,9850.921878,
30-10:23:39:51,3546,54,5401073,39153,120885.5,9850.921878,
30-10:23:30:48,3546,54,5401073,36227.25,121827.5469,9904.336934,
30-10:23:30:14,3546,54,5401073,35397.125,121644.1719,10059.84725,
30-10:23:39:43,3559,5,501010,41167.125,172640.9219,6895.06293,
30-10:23:39:17,3559,5,501010,41167.75,173160.7969,7042.945876,
30-10:23:38:51,3559,5,501010,40480.375,173188.5938,7127.705359,
30-10:23:38:26,3559,5,501010,40091.75,173267.0469,7195.479462,
30-10:23:37:59,3559,5,501010,40108.875,173966.8281,7390.152275,
30-10:23:37:34,3559,5,501010,40209.375,174189.9531,7441.540188,
30-10:23:37:07,3559,5,501010,40225.5,174830.6563,7621.165839,
30-10:23:36:15,3559,5,501010,40141,176170.1719,8011.647883,
30-10:23:35:49,3559,5,501010,40163.125,177050.0938,8261.079384,
30-10:23:35:24,3559,5,501010,40176.375,177597.8125,8416.979706,
30-10:23:34:57,3559,5,501010,40197.875,178457.3125,8662.388244,
30-10:23:34:32,3559,5,501010,40214.375,179117.3438,8851.492482,
30-10:23:34:06,3559,5,501010,40230.625,179817.1563,9052.682451,
30-10:23:33:40,3559,5,501010,40007.25,180557.4531,9288.330791,
30-10:23:33:14,3559,5,501010,40024.75,181317.0625,9507.368826,
30-10:23:32:49,3559,5,501010,40029,181517.2656,9565.229902,
30-10:23:32:23,3559,5,501010,40049.375,182476.75,9843.064001,
30-10:23:31:57,3559,5,501010,40067,183376.8281,10104.57656,
30-10:23:31:30,3559,5,501010,40085,184316.6563,10378.38177,
30-10:23:31:03,3559,5,501010,40087.875,184456.7031,10419.22494,
30-10:23:30:38,3559,5,501010,40095.25,184896.5469,10547.73101,
30-10:23:30:11,3559,5,501010,40098.125,185116.5,10612.1108,
30-10:23:30:03,3563,21,2101323,35376.75,139932.0938,5540.327011,
30-10:23:30:31,3563,21,2101323,35024.75,139125.5469,5781.246496,
30-10:23:31:01,3563,21,2101323,34936.75,138923.7188,5841.886699,
30-10:23:31:25,3563,21,2101323,34240.25,138694.3281,6048.277278,
30-10:23:31:51,3563,21,2101323,34023.875,138655.6094,6106.249256,
30-10:23:32:17,3563,21,2101323,34001.875,137791.0156,6284.132001,
30-10:23:32:42,3563,21,2101323,33980,136971.2969,6458.421573,
30-10:23:33:09,3563,21,2101323,33962,136271.5313,6610.902751,
30-10:23:33:34,3563,21,2101323,33939.5,135392,6807.17141,
30-10:23:34:01,3563,21,2101323,33915.75,134552.25,6999.481183,
30-10:23:34:26,3563,21,2101323,33891.875,133792.4063,7177.402034,
30-10:23:34:51,3563,21,2101323,33881.75,133472.6406,7253.200355,
30-10:23:35:18,3563,21,2101323,33853.625,132593.2031,7464.319546,
30-10:23:35:44,3563,21,2101323,33826.75,131813.7188,7654.798695,
30-10:23:36:09,3563,21,2101323,33813.5,131453.8906,7743.767154,
30-10:23:36:35,3563,21,2101323,33807,131274.1563,7788.383548,
30-10:23:37:01,3563,21,2101323,33798.875,131056.1406,7842.720681,
30-10:23:37:28,3563,21,2101323,33765.875,130136.6875,8073.655887,
30-10:23:37:53,3563,21,2101323,33740.25,129337.1094,8276.430251,
30-10:23:38:20,3563,21,2101323,33715.5,128377.3438,8521.645924,
30-10:23:38:45,3563,21,2101323,33702,127837.6563,8660.757115,
30-10:23:39:11,3563,21,2101323,33684,127137.8906,8842.512786,
30-10:23:39:36,3563,21,2101323,33666.375,126358.2188,9046.257376,
30-10:23:39:47,3564,72,7201158,44753.25,161071.6719,3222.487296,
30-10:23:39:15,3564,72,7201158,45699.625,162129.8594,3410.903104,
30-10:23:38:43,3564,72,7201158,46700.625,163218.7813,3646.627501,
30-10:23:38:12,3564,72,7201158,46959.25,163681.8438,3768.324697,
30-10:23:37:40,3564,72,7201158,46953.625,165005.9375,4165.299835,
30-10:23:37:07,3564,72,7201158,46971.75,165865.875,4422.663131,
30-10:23:36:35,3564,72,7201158,46995.875,167045.6406,4776.629208,
30-10:23:36:05,3564,72,7201158,47009.625,167705.3594,4974.910409,
30-10:23:35:31,3564,72,7201158,47397.375,168884.6563,5316.331762,
30-10:23:34:59,3564,72,7201158,47886.375,169779.9688,5573.647223,
30-10:23:34:28,3564,72,7201158,48137.5,170236.2656,5706.805087,
30-10:23:33:57,3564,72,7201158,48703.5,171271.6719,6013.608544,
30-10:23:32:20,3564,72,7201158,49615.875,172016.9375,6238.007519,
30-10:23:32:51,3564,72,7201158,49336.25,172026.3438,6240.365973,
30-10:23:33:24,3564,72,7201158,49076.625,172034.6406,6243.46471,
30-10:23:31:48,3564,72,7201158,50205,172029.6875,6246.771071,
30-10:23:31:16,3564,72,7201158,50242.875,173049.0313,6557.678594,
30-10:23:30:10,3564,72,7201158,50250.75,173268.875,6624.728918,
30-10:23:30:44,3564,72,7201158,50250.75,173268.875,6624.728918,
30-10:23:39:50,3573,21,2100314,41254.625,141152.6875,4017.807569,
30-10:23:39:24,3573,21,2100314,39714.875,141145.8281,4323.594336,
30-10:23:38:58,3573,21,2100314,38574.25,141273.8281,4539.956719,
30-10:23:38:33,3573,21,2100314,37755.5,141101.8125,4758.640934,
30-10:23:38:07,3573,21,2100314,37577.25,141301.6406,4758.931655,
30-10:23:37:41,3573,21,2100314,36857.125,141305.0156,4925.946077,
30-10:23:37:14,3573,21,2100314,36018.375,141293.2656,5128.377198,
30-10:23:36:52,3573,21,2100314,35447.5,141264.1719,5272.627389,
30-10:23:36:22,3573,21,2100314,35428,140904.4688,5343.283264,
30-10:23:35:57,3573,21,2100314,35410.875,140565.1406,5410.829454,
30-10:23:35:32,3573,21,2100314,35392.5,140045.25,5514.635779,
30-10:23:35:04,3573,21,2100314,35055,139195.3594,5760.348052,
30-10:23:34:39,3573,21,2100314,34935.25,138920.1094,5842.95554,
30-10:23:34:14,3573,21,2100314,34196.375,138695.5625,6058.225673,
30-10:23:32:57,3573,21,2100314,34020.25,138471.7969,6143.307456,
30-10:23:33:22,3573,21,2100314,34009.5,138049.9063,6229.992906,
30-10:23:33:47,3573,21,2100314,34009.5,138049.9063,6229.992906,
30-10:23:32:31,3573,21,2100314,33997.875,137652.0938,6313.37813,
30-10:23:32:04,3573,21,2100314,33970.875,136612.4844,6536.159442,
30-10:23:31:37,3573,21,2100314,33941.125,135452.8906,6793.411028,
30-10:23:31:12,3573,21,2100314,33908.25,134313.4219,7055.066442,
30-10:23:31:11,3573,21,2100314,33907.5,134293.375,7059.770947,
30-10:23:30:18,3573,21,2100314,33835.5,132054.3438,7595.627886,
30-10:23:31:36,3576,55,5500033,31730.875,147934.7344,5483.539762,
30-10:23:30:31,3576,55,5501055,31615.25,147961.5156,5516.44129,
30-10:23:31:03,3576,55,5501055,31421.875,148397.3906,5549.663063,
30-10:23:32:07,3576,55,5500033,31681.25,146816.0469,5576.757657,
30-10:23:32:39,3576,55,5500033,31623.625,145637.3125,5697.03811,
30-10:23:33:11,3576,55,5500033,31602.75,145177.6719,5748.902556,
30-10:23:33:44,3576,55,5500033,31560.625,144278.8281,5859.073553,
30-10:23:34:15,3576,55,5500033,31504.625,143060.2969,6024.865441,
30-10:23:34:47,3576,55,5500033,31466.625,141359.4375,6275.172021,
30-10:23:35:18,3576,55,5500033,31438.25,139999.8906,6497.601693,
30-10:23:35:51,3576,55,5500033,31408,138540.0469,6756.572892,
30-10:23:36:23,3576,55,5500033,31393.75,137881.4375,6879.790496,
30-10:23:36:56,3576,55,5500033,31389.375,137681.2188,6917.97946,
30-10:23:37:59,3576,55,5500033,31389.375,137681.2188,6917.97946,
30-10:23:38:31,3576,55,5500033,31389.375,137681.2188,6917.97946,
30-10:23:39:02,3576,55,5500033,31389.375,137681.2188,6917.97946,
30-10:23:39:35,3576,55,5500033,31389.375,137681.2188,6917.97946,
30-10:23:35:57,3577,18,1801429,34573.75,184852.25,11104.5692,
30-10:23:36:23,3577,18,1801429,34413.75,184854.7188,11125.12971,
30-10:23:39:25,3577,18,1801429,32119.75,183839.2344,11155.16813,
30-10:23:35:32,3577,18,1801429,34806.625,185244.1563,11185.52888,
30-10:23:36:52,3577,18,1801429,33613.875,184867.1563,11230.55477,
30-10:23:38:07,3577,18,1801429,32134.375,184539.0781,11341.7305,
30-10:23:38:59,3577,18,1801429,32134.375,184539.0781,11341.7305,
30-10:23:37:42,3577,18,1801429,32135,184559.125,11347.05941,
30-10:23:35:06,3577,18,1801429,34820.375,185880.5313,11362.23071,
30-10:23:34:40,3577,18,1801429,34842.375,186940.3125,11657.82512,
30-10:23:34:15,3577,18,1801429,34864.25,187900.125,11926.54704,
30-10:23:33:48,3577,18,1801429,34881.625,188640.0469,12134.40365,
30-10:23:30:18,3577,15,1500090,35341.875,188822.3594,12136.11189,
30-10:23:30:45,3577,15,1500090,35550.75,189154.5625,12208.85696,
30-10:23:32:57,3577,18,1801429,35551.125,189188.8438,12218.62706,
30-10:23:32:31,3577,18,1801429,35699.125,189482.125,12287.2384,
30-10:23:32:05,3577,18,1801429,35897.75,189908.2969,12389.36149,
30-10:23:31:12,3577,15,1500090,35567.5,189894.4844,12419.08595,
30-10:23:31:38,3577,18,1801429,35818,190145.2188,12465.55052,
30-10:23:30:09,3579,5,500087,40179.5,191304.75,12434.9252,
30-10:23:30:37,3579,5,500087,40186.625,191804.7813,12582.99522,
30-10:23:31:03,3579,5,500087,40205.625,193064.5625,12956.42251,
30-10:23:31:30,3579,5,500087,40228.375,194464.375,13371.95846,
30-10:23:31:57,3579,5,500087,40250.875,195684.3125,13734.49296,
30-10:23:32:23,3579,5,500087,40263.875,196403.875,13948.57633,
30-10:23:32:49,3579,5,500087,40290.375,197843.75,14377.41524,
30-10:23:33:14,3579,5,500087,40299.625,198463.7813,14562.38995,
30-10:23:33:40,3579,5,500087,40328.375,199943.375,15003.83179,
30-10:23:34:06,3579,5,500087,40346.375,201000.6875,15319.76704,
30-10:23:34:32,3579,5,500087,40365.375,202360.7813,15726.77763,
30-10:23:34:57,3579,5,500087,40385.25,203860.625,16176.11087,
30-10:23:35:23,3579,5,500087,40225.375,204808.7188,16469.16858,
30-10:23:35:49,3579,5,500087,39894.875,205034.1563,16554.14534,
30-10:23:36:15,3579,5,500087,39894.875,205034.1563,16554.14534,
30-10:23:36:41,3579,5,500087,39894.875,205034.1563,16554.14534,
30-10:23:34:38,3581,56,5601063,44649.875,151650.7344,1434.111133,
30-10:23:34:13,3581,56,5601063,44659.75,152110.5938,1440.858967,
30-10:23:35:03,3581,56,5601063,44632.875,150871.0469,1453.903843,
30-10:23:33:47,3581,56,5601063,44482.25,152800.3125,1532.810781,
30-10:23:33:20,3581,56,5601063,44451.75,152851.9844,1545.778069,
30-10:23:35:31,3581,56,5601063,44607.875,149611.0156,1562.983252,
30-10:23:32:55,3581,56,5601063,44278.5,153144.3125,1621.275833,
30-10:23:32:55,3581,56,5601063,44268.25,153161.6563,1625.843888,
30-10:23:35:56,3581,56,5601063,44589,148671.2031,1697.266991,
30-10:23:36:21,3581,56,5601063,44564.25,147411.5469,1929.901255,
30-10:23:36:52,3581,56,5601063,44537.125,146051.9688,2228.583824,
30-10:23:37:13,3581,56,5601063,44509.375,144652.2813,2569.840917,
30-10:23:37:40,3581,56,5601063,44482,143272.2813,2928.32264,
30-10:23:38:06,3581,56,5601063,44463.625,142343.4063,3178.210257,
30-10:23:38:32,3581,56,5601063,44451.5,141723.7813,3347.833358,
30-10:23:38:57,3581,56,5601063,44449,141583.7344,3386.421749,
30-10:23:39:22,3581,56,5601063,44265.5,141301.2813,3488.382888,
30-10:23:39:49,3581,56,5601063,43146.375,141292.875,3655.035074,
30-10:23:32:17,3583,56,5600064,44646.375,151500.8438,1434.95375,
30-10:23:32:42,3583,56,5600064,44661,152160.5469,1442.357209,
30-10:23:31:51,3583,56,5600064,44628.75,150656.9688,1465.888344,
30-10:23:33:09,3583,56,5600064,44527.875,152722.7969,1513.602374,
30-10:23:33:34,3583,56,5600064,44446.375,152860.4688,1548.025618,
30-10:23:31:25,3583,56,5600064,44604,149417.375,1587.350037,
30-10:23:31:01,3583,56,5600064,44594.5,148937.4375,1655.261714,
30-10:23:34:01,3583,56,5600064,44079.75,153480.1875,1711.562055,
30-10:23:34:26,3583,56,5600064,43692.625,154133.8906,1896.458976,
30-10:23:34:51,3583,56,5600064,43658,154192.5781,1913.519471,
30-10:23:30:31,3583,56,5600064,44563.625,147381.6406,1936.019034,
30-10:23:35:18,3583,56,5600064,43458.125,154529.9375,2013.17002,
30-10:23:35:44,3583,56,5600064,43448,154547.2813,2018.310453,
30-10:23:36:09,3583,56,5600064,43376.625,154667.625,2054.429437,
30-10:23:36:35,3583,56,5600064,43223.75,154925.6406,2132.640229,
30-10:23:37:01,3583,56,5600064,43213.5,154942.9844,2137.928117,
30-10:23:37:28,3583,56,5600064,42979.5,155338.6719,2259.779677,
30-10:23:30:03,3583,56,5600064,44533.125,145841.9063,2277.930113,
30-10:23:37:54,3583,56,5600064,42838.875,155503.7813,2322.429484,
30-10:23:38:20,3583,56,5600064,42201.375,156080.6875,2580.232515,
30-10:23:38:46,3583,56,5600064,42346.875,156383.5625,2594.13518,
30-10:23:39:41,3587,106,10600027,46134,143286.0938,2704.058272,
30-10:23:39:15,3587,106,10600027,46117.375,142246.2813,3003.246579,
30-10:23:38:50,3587,106,10600027,46108,141666.375,3171.615882,
30-10:23:38:24,3587,106,10600027,46106.375,141566.4375,3200.724103,
30-10:23:37:58,3587,106,10600027,46106,141546.375,3206.57522,
30-10:23:36:39,3587,106,10600027,46998,141252.5313,3220.571431,
30-10:23:37:32,3587,106,10600027,46103.375,141386.2656,3253.271041,
30-10:23:37:05,3587,106,10600027,46439.625,141271.3906,3257.209412,
30-10:23:36:13,3587,106,10600027,47941.25,140784.8125,3310.180108,
30-10:23:35:48,3587,106,10600027,47764,139319.7813,3759.95797,
30-10:23:35:22,3587,106,10600027,47522.375,137537.5,4308.159545,
30-10:23:34:56,3587,106,10600027,47853.75,135604.4063,4882.501789,
30-10:23:34:31,3587,106,10600027,48633,133984.4531,5359.311514,
30-10:23:34:05,3587,106,10600027,49706.75,132853.2344,5700.614461,
30-10:23:33:39,3587,106,10600027,50619.875,132185.9375,5915.589728,
30-10:23:33:12,3587,106,10600027,50791.5,132092.1719,5947.73373,
30-10:23:32:47,3587,106,10600027,51411.625,131234.25,6224.743363,
30-10:23:32:21,3587,106,10600027,52007.125,130220.6875,6552.098028,
30-10:23:31:56,3587,106,10600027,52825.375,129222.5781,6887.978432,
30-10:23:31:28,3587,106,10600027,53617.5,129153.1406,6949.965495,
30-10:23:31:01,3587,106,10600027,54636.5,129104.9844,7028.966797,
30-10:23:30:36,3587,106,10600027,54846.875,129060.125,7057.213872,
30-10:23:30:08,3587,106,10600027,55995.75,128452.4844,7326.20273,
30-10:23:39:40,3593,36,3600004,49787.375,137974.6719,4140.693996,
30-10:23:38:49,3593,36,3600004,50328.25,137913.2188,4167.91002,
30-10:23:38:23,3593,36,3600004,50536.375,137929.6406,4167.923072,
30-10:23:39:14,3593,36,3600004,50168.875,137718.5313,4223.967285,
30-10:23:37:57,3593,36,3600004,50090.625,137643.0469,4245.60714,
30-10:23:37:32,3593,36,3600004,51016.25,137038.6563,4452.803726,
30-10:23:37:04,3593,36,3600004,51637,136715.2031,4575.696291,
30-10:23:36:39,3593,36,3600004,51724.25,136682.5156,4589.654796,
30-10:23:36:13,3593,36,3600004,51930.125,135601.9688,4924.787578,
30-10:23:35:47,3593,36,3600004,52161.25,134370.2656,5306.649079,
30-10:23:35:21,3593,36,3600004,52375.125,133230.0938,5660.143378,
30-10:23:34:30,3593,36,3600004,52648.625,131755.3281,6117.232371,
30-10:23:34:05,3593,36,3600004,52761.25,131145.7344,6306.152065,
30-10:23:33:38,3593,36,3600004,52989.125,129988.5313,6665.498254,
30-10:23:33:12,3593,36,3600004,53678.375,129093.6094,6971.275794,
30-10:23:32:46,3593,36,3600004,53832.375,128936.7344,7027.201502,
30-10:23:32:21,3593,36,3600004,54491.375,128266.4375,7268.337308,
30-10:23:31:55,3593,36,3600004,55296,127169.0938,7649.622462,
30-10:23:31:28,3593,36,3600004,55597,125854.0313,8060.7807,
30-10:23:31:01,3593,36,3600004,55609.375,124534.2031,8453.078009,
30-10:23:30:35,3593,36,3600004,55863.25,123778.2188,8695.049375,
30-10:23:30:07,3593,36,3600004,56563.5,122762.8125,9046.122539,
30-10:23:39:44,4000,7,700569,51404.625,147551.8906,1370.307437,
30-10:23:39:12,4000,7,700569,51944.5,146459.1094,1741.786038,
30-10:23:38:40,4000,7,700569,52111.25,146117.3594,1857.674784,
30-10:23:38:08,4000,7,700569,52221.75,145882.1094,1936.860157,
30-10:23:37:37,4000,7,700569,52580.375,145167.125,2180.663647,
30-10:23:37:04,4000,7,700569,53146,144018.7969,2570.813035,
30-10:23:36:32,4000,7,700569,53678.125,142937.8906,2938.020016,
30-10:23:36:00,4000,7,700569,53996.375,142291.9219,3157.503941,
30-10:23:35:28,4000,7,700569,54579.5,141107.5469,3559.874487,
30-10:23:34:56,4000,7,700569,55245,140265.6719,3880.689127,
30-10:23:34:25,4000,7,700569,55372.5,139994.0156,3972.076632,
30-10:23:33:52,4000,7,700569,55655.75,138837.25,4325.537195,
30-10:23:33:22,4000,7,700569,55692,138620.2188,4389.75805,
30-10:23:32:50,4000,7,700569,55795.625,137993.6719,4575.481303,
30-10:23:32:16,4000,7,700569,55929.875,137265.8438,4793.772699,
30-10:23:31:45,4000,7,700569,56302,136493.4063,5055.070286,
30-10:23:31:13,4000,7,700569,56488.875,135965.9844,5224.926961,
30-10:23:30:41,4000,7,700569,56680.75,135508.5156,5376.055723,
30-10:23:30:06,4000,7,700569,57534.625,134519.4375,5759.477496,
30-10:23:34:56,4004,7,700025,48008.5,157088.6719,1736.47994,
30-10:23:35:28,4004,7,700025,48008.5,157088.6719,1736.47994,
30-10:23:36:00,4004,7,700025,48008.5,157088.6719,1736.47994,
30-10:23:36:32,4004,7,700025,48008.5,157088.6719,1736.47994,
30-10:23:37:04,4004,7,700025,48058.25,157118.7188,1741.880026,
30-10:23:34:25,4004,7,700025,47748.625,157091.1406,1757.595866,
30-10:23:32:17,4004,7,700025,46488.75,156701.1094,1795.873432,
30-10:23:31:45,4004,7,700025,46101.375,156515.6406,1808.619594,
30-10:23:32:50,4004,7,700025,46568,156802.8125,1811.575297,
30-10:23:33:53,4004,7,700025,47148.625,157102.0313,1820.102569,
30-10:23:31:13,4004,7,700025,45189.625,155974.8125,1851.431951,
30-10:23:33:22,4004,7,700025,46575.5,157062.4375,1880.812201,
30-10:23:30:41,4004,7,700025,44656,155659.0469,1901.831613,
30-10:23:37:37,4004,7,700025,48063.375,157718.7656,1920.138624,
30-10:23:30:06,4004,7,700025,44122.375,155343.3125,1969.158282,
30-10:23:38:08,4004,7,700025,48067.75,158238.9375,2075.326164,
30-10:23:38:40,4004,7,700025,48069.75,158458.8906,2141.086782,
30-10:23:39:12,4004,7,700025,48075.25,159098.7188,2332.811588,
30-10:23:39:44,4004,7,700025,48078,159418.625,2428.868792,
30-10:23:30:07,4006,7,700025,48428.625,166779.3125,4649.630269,
30-10:23:30:41,4006,7,700025,48428.625,166779.3125,4649.630269,
30-10:23:31:13,4006,7,700025,48434.75,167119.2188,4752.936677,
30-10:23:31:45,4006,7,700025,47940.5,167289.6563,4815.929758,
30-10:23:32:17,4006,7,700025,47939.125,167565.5,4899.712469,
30-10:23:32:50,4006,7,700025,47940.75,167725.2656,4948.178765,
30-10:23:33:22,4006,7,700025,47954.125,168365.2969,5142.207936,
30-10:23:33:53,4006,7,700025,47955.25,168425.1094,5160.347804,
30-10:23:34:25,4006,7,700025,47966.125,168945.1563,5318.067679,
30-10:23:34:56,4006,7,700025,47975.75,169405.0156,5457.573483,
30-10:23:35:28,4006,7,700025,47985.375,169864.8906,5597.118541,
30-10:23:36:00,4006,7,700025,48055.75,170087.5313,5663.253823,
30-10:23:36:32,4006,7,700025,48113.5,170192.5938,5694.003169,
30-10:23:37:04,4006,7,700025,48305.125,170543.8594,5797.323098,
30-10:23:37:37,4006,7,700025,48507.25,170911.7188,5906.266813,
30-10:23:38:08,4006,7,700025,48526.375,170947.1094,5916.792205,
30-10:23:38:40,4006,7,700025,48708.375,171280.7031,6016.310977,
30-10:23:39:12,4006,7,700025,49016,171841.7188,6184.947732,
30-10:23:39:44,4006,7,700025,49064,171929.4375,6211.455317,
30-10:23:30:41,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:31:13,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:31:45,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:32:17,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:32:50,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:33:23,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:33:53,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:34:25,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:34:56,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:35:29,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:36:00,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:37:05,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:37:38,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:38:10,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:38:40,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:39:12,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:39:45,4026,7,701573,60088.125,123321.2969,9205.945712,
30-10:23:30:07,4026,7,701573,59949.375,122750.7344,9354.018371,
30-10:23:39:53,4028,43,4301012,49778.5,158778.375,2206.181192,
30-10:23:39:21,4028,43,4301012,49813.25,158778.0625,2206.732734,
30-10:23:38:50,4028,43,4301012,50053.5,158776,2211.959905,
30-10:23:38:18,4028,43,4301012,50703,158956.5156,2293.836097,
30-10:23:37:46,4028,43,4301012,51342.75,158941.7031,2332.319085,
30-10:23:37:14,4028,43,4301012,52225.375,158825.2031,2383.182875,
30-10:23:36:10,4028,43,4301012,52607,158882.8594,2444.364391,
30-10:23:35:38,4028,43,4301012,52647.5,160242.1719,2832.414916,
30-10:23:35:06,4028,43,4301012,52672,161022.0938,3058.326458,
30-10:23:34:34,4028,43,4301012,52871.625,162048.9375,3374.13578,
30-10:23:34:03,4028,43,4301012,52890.25,162648.7188,3549.668979,
30-10:23:33:30,4028,43,4301012,52925.5,163808.2188,3890.871052,
30-10:23:32:59,4028,43,4301012,52952.875,164687.6719,4151.097848,
30-10:23:32:26,4028,43,4301012,52857.125,165795.3125,4470.534104,
30-10:23:31:55,4028,43,4301012,52859.625,166493.5469,4677.646554,
30-10:23:31:23,4028,43,4301012,52867,166793.2969,4767.14475,
30-10:23:30:50,4028,43,4301012,52336.5,167505.7344,4946.732548,
30-10:23:30:18,4028,43,4301012,52260.625,168103.6875,5121.943074,
30-10:23:30:27,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:30:53,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:31:21,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:31:47,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:32:13,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:32:39,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:33:04,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:33:30,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:33:57,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:34:23,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:34:47,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:35:14,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:35:40,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:36:05,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:36:31,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:36:56,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:37:24,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:37:49,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:38:16,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:38:42,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:39:07,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:39:32,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:39:59,4029,43,4301012,43827.875,155169.2031,2012.983039,
30-10:23:37:43,5000,71,7100003,46260.25,151704.75,944.0956189,
30-10:23:36:39,5000,71,7100003,46142.875,151886.1719,983.9968156,
30-10:23:37:12,5000,71,7100003,46142.875,151886.1719,983.9968156,
30-10:23:38:15,5000,71,7100003,46024.375,151276.2813,1018.3438,
30-10:23:36:07,5000,71,7100003,45983,151889.6406,1032.582946,
30-10:23:38:47,5000,71,7100003,45935.625,151543.6094,1041.906958,
