index,time,cost,value
499,654.8100000000004,48.69999999999999,351.7550000000002
499,649.6233333333334,48.29999999999999,348.9616666666667
499,627.7833333333331,51.499999999999986,339.64166666666654
499,603.9100000000005,52.19999999999998,328.05500000000023
499,603.9100000000005,52.19999999999998,328.05500000000023
499,578.7433333333339,51.69999999999998,315.2216666666669
499,575.4933333333339,50.19999999999998,312.8466666666669
499,572.3199999999999,47.899999999999984,310.10999999999996
499,541.5499999999996,50.99999999999998,296.2749999999998
499,534.2533333333333,51.39999999999998,292.82666666666665
499,530.296666666666,50.09999999999998,290.19833333333304
499,530.296666666666,50.09999999999998,290.19833333333304
499,530.296666666666,50.09999999999998,290.19833333333304
499,525.6299999999997,49.59999999999998,287.61499999999984
499,516.7400000000005,51.299999999999976,284.0200000000002
499,503.14666666666693,50.59999999999997,276.87333333333345
499,502.2599999999999,50.699999999999974,276.4799999999999
499,479.3533333333334,52.39999999999997,265.87666666666667
499,479.3533333333334,52.39999999999997,265.87666666666667
499,479.3533333333334,52.39999999999997,265.87666666666667
499,473.84000000000054,51.79999999999997,262.8200000000003
499,465.0800000000004,53.599999999999966,259.34000000000015
499,461.4433333333332,52.19999999999997,256.8216666666666
499,461.4433333333332,52.19999999999997,256.8216666666666
499,457.85666666666737,54.29999999999996,256.07833333333366
499,457.2766666666665,51.69999999999997,254.48833333333323
499,452.5833333333329,53.499999999999964,253.04166666666643
499,446.19000000000074,53.79999999999996,249.99500000000035
499,441.5433333333331,54.69999999999996,248.12166666666656
499,429.60666666666737,53.79999999999996,241.70333333333366
499,429.60666666666737,53.79999999999996,241.70333333333366
499,429.60666666666737,53.79999999999996,241.70333333333366
499,425.84999999999945,54.49999999999996,240.1749999999997
499,425.84999999999945,54.49999999999996,240.1749999999997
499,425.84999999999945,54.49999999999996,240.1749999999997
499,425.84999999999945,54.49999999999996,240.1749999999997
499,425.62666666666644,53.69999999999996,239.66333333333318
499,421.3033333333335,55.399999999999956,238.35166666666674
499,420.20666666666756,55.299999999999955,237.75333333333376
499,420.20666666666756,55.299999999999955,237.75333333333376
499,417.19666666666717,56.59999999999995,236.89833333333357
499,417.37333333333424,55.299999999999955,236.3366666666671
499,417.37333333333424,55.299999999999955,236.3366666666671
499,415.11333333333386,55.59999999999995,235.3566666666669
499,413.616666666666,56.49999999999995,235.05833333333297
499,413.616666666666,56.49999999999995,235.05833333333297
499,413.616666666666,56.49999999999995,235.05833333333297
499,415.0400000000009,54.799999999999955,234.9200000000004
499,412.5333333333327,56.99999999999995,234.7666666666663
499,412.5333333333327,56.99999999999995,234.7666666666663
