times,85.7977044582367
cloud,151
server,49
mvn,0
time,1755.104660688275,1743.645522092637,1727.886014142935,1717.9680329510647,1672.5635305729832,1667.3084212464826,1660.7328377106817,1649.81119941754,1640.3109971675117,1632.7381030156603,1628.1022683406875,1629.4218420823684,1628.4560368978455,1628.4560368978455,1628.4560368978455,1628.0746464439358,1628.1893628770065,1628.1893628770065,1628.1893628770065,1628.1893628770065,1628.2865806633238,1628.3217680922864,1628.3217680922864,1628.3217680922864,1628.4452293026134,1628.66808473417,1628.66808473417,1628.66808473417,1628.66808473417,1628.5414094100122,1628.5414094100122,1628.5414094100122,1628.5319374534647,1628.577888133517,1628.577888133517,1628.577888133517,1628.64903081471,1628.3708910077864,1628.3708910077864,1628.3708910077864,1628.7922425784443,1628.5679245811486,1628.5679245811486,1628.5679245811486,1628.5293346062272,1628.5293346062272,1628.80211044436,1628.80211044436,1628.80211044436,1628.80211044436,1628.80211044436,1628.80211044436,1628.80211044436,1628.4459409052517,1628.2818115550244,1628.4249930792894,1628.4249930792894,1628.4249930792894,1628.4249930792894,1628.4249930792894,1628.3783146004905,1628.3783146004905,1628.3783146004905,1628.479699733284,1628.479699733284,1628.479699733284,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.2442849683696,1628.556893119697,1628.556893119697,1628.556893119697,1628.556893119697,1628.556893119697,1628.556893119697,1628.556893119697,1628.556893119697,1628.556893119697,1628.556893119697,1628.3148027302902,1628.3148027302902,1628.8445261749916,1628.8435165043077,1628.8435165043077,1628.8435165043077,1628.8435165043077,1628.461572321893,1628.5663277071856,1628.5663277071856,1628.5663277071856,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.5027666952612,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2502808682952,1628.2514570229876,1628.2514570229876,1628.8715550735308,1628.8715550735308,1628.4218961287206,1628.4218961287206,1628.4218961287206,1628.4720137254349,1628.4720137254349,1628.4720137254349,1628.5167023725753,1628.534746388639,1628.806268110688,1628.806268110688,1628.9034366406092,1628.9034366406092,1628.9077521041336,1628.9077521041336,1628.9077521041336,1628.9077521041336,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.4739096918347,1628.3994726522837,1628.3994726522837,1628.3994726522837,1628.4917860934895,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.5136024537942,1628.793744181461,1628.793744181461,1628.8335992860696,1628.8335992860696,1628.8335992860696,1628.8335992860696,1628.9431152880993,1628.9431152880993,1628.9431152880993,1628.9431152880993,1628.9431152880993,1628.9431152880993,1628.8837403301602,1628.4030207409517,1628.4030207409517,1628.4030207409517,1628.3582385665961,1628.3582385665961,1628.419652433175,1628.419652433175,1628.4800350620708,1628.6410390555625,1628.7016552039424,1628.7016552039424,1628.7016552039424,1628.293562841386,1628.293562841386,1628.293562841386,1628.293562841386,1628.293562841386,1628.9493062010722,1628.9578647787105,1628.3321125411621,1629.0196384332028,1629.0196384332028,1629.0196384332028,1629.0196384332028,1629.0196384332028,1629.047477041027,1629.047477041027,1629.047477041027,1629.047477041027,1628.3556691632964,1628.3556691632964,1628.3556691632964,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4036385480838,1628.4125954852402,1628.523886620483,1628.523886620483,1628.5448349224669,1628.5448349224669,1628.5448349224669,1628.591481166301,1628.591481166301,1628.591481166301,1628.591481166301,1628.591481166301,1628.591481166301,1628.591481166301,1628.591481166301,1628.6147969559054,1628.6147969559054,1628.6147969559054,1628.6147969559054,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.6442835216694,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1628.2988088940206,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1629.0187986912156,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1628.3769487376246,1629.117034854107,1629.117034854107,1629.117034854107,1629.117034854107,1629.117034854107,1629.117034854107,1629.117034854107,1629.117034854107,1629.117034854107,1629.117034854107,1628.463436022339,1628.4468342991372,1628.4505771850843,1628.4505771850843,1628.4505771850843,1628.4505771850843,1628.4505771850843,1628.531361163576,1628.531361163576,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,1628.6299835996215,
coss,63.861300000000014,64.60470000000002,64.431,65.0979,69.912,70.33770000000001,71.19450000000003,71.649,73.26540000000003,74.19149999999998,77.8725,76.12380000000002,76.32810000000002,76.32810000000002,76.32810000000002,76.40640000000002,75.92400000000002,75.92400000000002,75.92400000000002,75.92400000000002,75.825,75.58830000000002,75.58830000000002,75.58830000000002,75.46140000000001,75.08970000000001,75.08970000000001,75.08970000000001,75.08970000000001,75.11490000000003,75.11490000000003,75.11490000000003,75.0177,74.89620000000001,74.89620000000001,74.89620000000001,74.71799999999999,74.91330000000004,74.91330000000004,74.91330000000004,74.47050000000002,74.58570000000003,74.58570000000003,74.58570000000003,74.60730000000001,74.60730000000001,74.05020000000002,74.05020000000002,74.05020000000002,74.05020000000002,74.05020000000002,74.05020000000002,74.05020000000002,74.36700000000002,74.49750000000002,74.25090000000002,74.25090000000002,74.25090000000002,74.25090000000002,74.25090000000002,74.29230000000001,74.29230000000001,74.29230000000001,74.1645,74.1645,74.1645,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,74.3571,73.98540000000001,73.98540000000001,73.98540000000001,73.98540000000001,73.98540000000001,73.98540000000001,73.98540000000001,73.98540000000001,73.98540000000001,73.98540000000001,74.12400000000001,74.12400000000001,73.56689999999999,73.5579,73.5579,73.5579,73.5579,73.78920000000002,73.61370000000001,73.61370000000001,73.61370000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.67670000000001,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.89090000000002,73.88190000000002,73.88190000000002,73.08810000000001,73.08810000000001,73.45170000000002,73.45170000000002,73.45170000000002,73.30230000000002,73.30230000000002,73.30230000000002,73.24740000000003,73.22220000000002,72.80820000000003,72.80820000000003,72.63900000000001,72.63900000000001,72.62010000000002,72.62010000000002,72.62010000000002,72.62010000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.89190000000002,72.96480000000003,72.96480000000003,72.96480000000003,72.84780000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.70560000000002,72.34920000000002,72.34920000000002,72.27090000000003,72.27090000000003,72.27090000000003,72.27090000000003,72.14490000000004,72.14490000000004,72.14490000000004,72.14490000000004,72.14490000000004,72.14490000000004,72.18720000000002,72.61650000000002,72.61650000000002,72.61650000000002,72.62910000000002,72.62910000000002,72.50310000000002,72.50310000000002,72.41490000000002,72.10440000000001,71.99730000000002,71.99730000000002,71.99730000000002,72.35550000000002,72.35550000000002,72.35550000000002,72.35550000000002,72.35550000000002,71.63370000000002,71.60850000000002,72.23220000000002,71.52300000000002,71.52300000000002,71.52300000000002,71.52300000000002,71.52300000000002,71.48520000000002,71.48520000000002,71.48520000000002,71.48520000000002,72.14580000000002,72.14580000000002,72.14580000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.99730000000002,71.96310000000003,71.73450000000003,71.73450000000003,71.69400000000002,71.69400000000002,71.69400000000002,71.58600000000003,71.58600000000003,71.58600000000003,71.58600000000003,71.58600000000003,71.58600000000003,71.58600000000003,71.58600000000003,71.54550000000002,71.54550000000002,71.54550000000002,71.54550000000002,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.50860000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,71.81460000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,70.98930000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,71.57160000000003,70.82100000000001,70.82100000000001,70.82100000000001,70.82100000000001,70.82100000000001,70.82100000000001,70.82100000000001,70.82100000000001,70.82100000000001,70.82100000000001,71.34660000000002,71.36190000000002,71.33490000000002,71.33490000000002,71.33490000000002,71.33490000000002,71.33490000000002,71.19180000000003,71.19180000000003,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,70.95510000000002,
fitness,909.4829803441376,904.1251110463186,896.1585070714675,891.5329664755324,871.2377652864916,868.8230606232413,865.9636688553409,860.73009970877,856.7881985837558,853.4648015078301,852.9873841703437,852.7728210411842,852.3920684489227,852.3920684489227,852.3920684489227,852.2405232219679,852.0566814385032,852.0566814385032,852.0566814385032,852.0566814385032,852.0557903316619,851.9550340461433,851.9550340461433,851.9550340461433,851.9533146513066,851.878892367085,851.878892367085,851.878892367085,851.878892367085,851.8281547050061,851.8281547050061,851.8281547050061,851.7748187267324,851.7370440667585,851.7370440667585,851.7370440667585,851.683515407355,851.6420955038932,851.6420955038932,851.6420955038932,851.6313712892222,851.5768122905744,851.5768122905744,851.5768122905744,851.5683173031136,851.5683173031136,851.4261552221801,851.4261552221801,851.4261552221801,851.4261552221801,851.4261552221801,851.4261552221801,851.4261552221801,851.4064704526259,851.3896557775122,851.3379465396447,851.3379465396447,851.3379465396447,851.3379465396447,851.3379465396447,851.3353073002453,851.3353073002453,851.3353073002453,851.322099866642,851.322099866642,851.322099866642,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.3006924841848,851.2711465598485,851.2711465598485,851.2711465598485,851.2711465598485,851.2711465598485,851.2711465598485,851.2711465598485,851.2711465598485,851.2711465598485,851.2711465598485,851.2194013651451,851.2194013651451,851.2057130874958,851.2007082521538,851.2007082521538,851.2007082521538,851.2007082521538,851.1253861609465,851.0900138535928,851.0900138535928,851.0900138535928,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0897333476306,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0705904341477,851.0666785114938,851.0666785114938,850.9798275367654,850.9798275367654,850.9367980643603,850.9367980643603,850.9367980643603,850.8871568627175,850.8871568627175,850.8871568627175,850.8820511862876,850.8784731943194,850.807234055344,850.807234055344,850.7712183203046,850.7712183203046,850.7639260520668,850.7639260520668,850.7639260520668,850.7639260520668,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6829048459174,850.6821363261419,850.6821363261419,850.6821363261419,850.6697930467448,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.6096012268971,850.5714720907306,850.5714720907306,850.5522496430348,850.5522496430348,850.5522496430348,850.5522496430348,850.5440076440497,850.5440076440497,850.5440076440497,850.5440076440497,850.5440076440497,850.5440076440497,850.5354701650801,850.5097603704759,850.5097603704759,850.5097603704759,850.4936692832981,850.4936692832981,850.4613762165875,850.4613762165875,850.4474675310354,850.3727195277812,850.3494776019712,850.3494776019712,850.3494776019712,850.324531420693,850.324531420693,850.324531420693,850.324531420693,850.324531420693,850.2915031005361,850.2831823893553,850.282156270581,850.2713192166013,850.2713192166013,850.2713192166013,850.2713192166013,850.2713192166013,850.2663385205135,850.2663385205135,850.2663385205135,850.2663385205135,850.2507345816482,850.2507345816482,850.2507345816482,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.2004692740419,850.1878477426201,850.1291933102415,850.1291933102415,850.1194174612334,850.1194174612334,850.1194174612334,850.0887405831505,850.0887405831505,850.0887405831505,850.0887405831505,850.0887405831505,850.0887405831505,850.0887405831505,850.0887405831505,850.0801484779527,850.0801484779527,850.0801484779527,850.0801484779527,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0764417608348,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0567044470102,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,850.0040493456078,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9742743688123,849.9690174270535,849.9690174270535,849.9690174270535,849.9690174270535,849.9690174270535,849.9690174270535,849.9690174270535,849.9690174270535,849.9690174270535,849.9690174270535,849.9050180111695,849.9043671495687,849.8927385925422,849.8927385925422,849.8927385925422,849.8927385925422,849.8927385925422,849.8615805817881,849.8615805817881,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,849.7925417998108,

times,82.61307430267334
cloud,149
